StudentID,department,gender,address,admission_status,aboriginal,child_of_new_residents,family_children_ranking,parent_avg_income_per_month,on_campus_accommodation,main_source_of_living_expenses,student_loan,tuition_waiver,father_live_or_not,father_occupations,father_education,mother_live_or_not,mother_occupations,mother_education,num_required_credits,num_elective_credits,sick_leave,personal_leave,learning_status,target_group
1560,Engineering,Female,Rural,Not Admitted,1,0,4,3664,1,Family Support,0,1,1,Pilot,High School,0,Artist,Master,119,2,4,1,0,Group 1
7451,Psychology,Female,Rural,Not Admitted,0,0,3,3495,1,Family Support,1,1,0,Pilot,High School,1,Nurse,Master,42,15,1,2,0,Group 2
8440,Psychology,Female,Urban,Admitted,1,0,5,4464,0,Scholarship,1,0,1,Teacher,High School,1,Librarian,High School,100,20,4,1,1,Group 1
4075,Computer Science,Male,Rural,Admitted,1,0,2,7645,1,Scholarship,1,1,0,Engineer,Bachelor,0,Police Officer,Bachelor,54,5,1,2,1,Group 1
6873,Engineering,Male,Rural,Not Admitted,0,1,1,5084,0,Family Support,1,0,0,Businessman,Bachelor,0,Librarian,Master,94,15,1,0,0,Group 2
4444,Engineering,Male,Rural,Admitted,1,1,4,6705,1,Scholarship,1,0,1,Artist,Master,0,Teacher,Master,31,26,1,2,0,Group 1
2364,Engineering,Male,Urban,Admitted,1,0,5,3435,0,Family Support,0,1,1,Chef,Master,1,Pilot,Bachelor,118,6,4,2,1,Group 3
5334,Psychology,Female,Rural,Admitted,0,1,5,5340,1,Scholarship,1,1,1,Engineer,Master,1,Pilot,Bachelor,109,19,1,2,0,Group 2
5350,Biology,Female,Rural,Admitted,1,0,3,7396,1,Scholarship,0,0,0,Artist,Bachelor,1,Engineer,Master,95,12,4,4,0,Group 2
2255,Business Administration,Female,Rural,Admitted,0,0,4,4697,0,Scholarship,1,1,0,Teacher,Master,0,Pilot,High School,57,28,2,1,0,Group 1
4167,Psychology,Female,Urban,Not Admitted,0,1,1,7011,1,Scholarship,1,1,0,Businessman,High School,1,Police Officer,Bachelor,38,17,3,2,1,Group 3
9847,Engineering,Male,Rural,Not Admitted,0,0,5,4046,1,Scholarship,0,0,0,Artist,Master,0,Librarian,Bachelor,69,10,4,3,1,Group 3
9311,Psychology,Female,Urban,Admitted,1,0,3,5397,1,Family Support,0,1,1,Lawyer,Master,1,Librarian,High School,58,29,3,1,1,Group 2
1639,Computer Science,Male,Urban,Not Admitted,1,0,4,4089,0,Scholarship,1,1,0,Police Officer,High School,1,Pilot,Bachelor,89,23,4,1,0,Group 2
9614,Engineering,Male,Rural,Not Admitted,1,0,4,4418,1,Scholarship,1,0,0,Chef,High School,0,Engineer,Bachelor,56,26,1,1,0,Group 3
1322,Computer Science,Female,Urban,Not Admitted,1,1,1,6021,0,Scholarship,0,1,0,Chef,Master,1,Doctor,Master,95,5,3,1,0,Group 1
4965,Engineering,Male,Rural,Not Admitted,0,0,3,6048,1,Family Support,1,1,0,Engineer,Bachelor,1,Police Officer,High School,66,26,1,4,0,Group 3
1355,Psychology,Male,Urban,Admitted,0,1,1,3569,1,Family Support,0,1,0,Chef,Master,1,Artist,High School,65,14,2,3,0,Group 2
2227,Biology,Female,Urban,Not Admitted,0,1,5,3028,1,Family Support,1,1,0,Lawyer,Bachelor,1,Teacher,Master,45,24,3,3,0,Group 3
7072,Business Administration,Male,Rural,Admitted,1,0,2,6154,0,Scholarship,0,0,1,Lawyer,Bachelor,1,Artist,Bachelor,85,12,2,2,0,Group 1
5646,Computer Science,Male,Rural,Not Admitted,0,1,2,6506,1,Family Support,1,0,1,Chef,High School,1,Police Officer,Bachelor,80,23,1,3,0,Group 3
5133,Psychology,Female,Urban,Not Admitted,0,1,1,3640,0,Scholarship,1,1,0,Engineer,Bachelor,0,Businesswoman,High School,34,6,0,3,1,Group 3
8489,Biology,Male,Urban,Admitted,1,1,1,6204,1,Scholarship,0,1,1,Artist,Master,0,Police Officer,Master,69,6,2,4,1,Group 1
9838,Psychology,Male,Urban,Admitted,1,1,2,7210,0,Scholarship,0,0,1,Police Officer,Bachelor,0,Businesswoman,Master,62,18,2,0,0,Group 1
3515,Computer Science,Female,Urban,Not Admitted,0,0,5,7775,1,Scholarship,1,1,1,Artist,Bachelor,0,Engineer,Bachelor,90,29,2,3,0,Group 1
3327,Business Administration,Male,Rural,Not Admitted,1,0,1,7176,1,Family Support,0,1,1,Police Officer,Master,0,Police Officer,Bachelor,33,19,2,3,0,Group 3
5850,Psychology,Female,Urban,Admitted,1,0,5,4985,1,Scholarship,1,1,0,Artist,High School,0,Nurse,Master,93,11,1,2,0,Group 2
4645,Engineering,Male,Urban,Not Admitted,1,1,5,5654,1,Scholarship,0,1,1,Doctor,Bachelor,1,Doctor,Master,57,14,0,0,1,Group 1
4651,Biology,Male,Rural,Admitted,0,1,3,7816,0,Family Support,0,1,1,Doctor,Master,1,Police Officer,Bachelor,56,17,4,4,0,Group 3
7622,Psychology,Female,Urban,Admitted,0,0,5,7031,1,Scholarship,1,1,0,Police Officer,Bachelor,1,Librarian,Master,50,28,4,2,1,Group 2
7471,Biology,Female,Rural,Admitted,0,1,4,7167,0,Scholarship,0,0,0,Teacher,Bachelor,0,Doctor,Bachelor,64,24,4,0,1,Group 2
2232,Engineering,Male,Rural,Not Admitted,0,1,2,5029,0,Scholarship,1,1,1,Doctor,Bachelor,0,Police Officer,Master,69,13,1,4,0,Group 2
8346,Business Administration,Female,Rural,Admitted,0,0,2,3473,0,Scholarship,1,0,1,Engineer,Bachelor,1,Businesswoman,High School,108,13,1,1,0,Group 3
6497,Business Administration,Male,Urban,Admitted,0,1,1,3170,1,Family Support,0,1,1,Lawyer,Master,0,Businesswoman,High School,39,23,0,3,1,Group 3
8325,Engineering,Female,Rural,Not Admitted,0,1,1,5087,0,Scholarship,1,0,0,Teacher,Bachelor,0,Engineer,High School,49,17,4,3,1,Group 3
1510,Biology,Male,Rural,Admitted,0,0,3,6244,0,Scholarship,0,1,1,Police Officer,Master,0,Librarian,High School,105,26,4,4,0,Group 1
8751,Psychology,Male,Rural,Not Admitted,1,0,3,5471,0,Family Support,1,0,0,Engineer,High School,1,Nurse,High School,116,20,4,1,1,Group 3
9580,Engineering,Male,Urban,Not Admitted,1,0,4,4245,0,Scholarship,0,1,1,Artist,High School,1,Librarian,High School,109,0,3,2,0,Group 3
2589,Computer Science,Male,Urban,Admitted,0,0,1,3797,0,Family Support,0,1,1,Businessman,High School,1,Businesswoman,Master,44,14,4,2,1,Group 1
2668,Biology,Male,Urban,Not Admitted,1,0,2,6746,1,Scholarship,0,1,0,Engineer,Master,0,Artist,High School,86,21,3,1,1,Group 2
1541,Business Administration,Female,Urban,Not Admitted,1,0,4,5497,1,Scholarship,1,1,0,Chef,Master,0,Businesswoman,High School,68,20,3,2,0,Group 3
2481,Engineering,Female,Rural,Not Admitted,0,0,1,7740,1,Family Support,0,1,1,Doctor,Master,0,Nurse,Bachelor,101,10,1,1,0,Group 2
2562,Business Administration,Male,Rural,Admitted,0,1,4,3321,1,Family Support,0,0,1,Lawyer,High School,1,Engineer,Bachelor,101,29,0,0,1,Group 1
5440,Biology,Male,Rural,Admitted,0,0,5,6934,1,Family Support,1,1,0,Pilot,Bachelor,0,Businesswoman,Bachelor,79,17,4,4,1,Group 3
5067,Business Administration,Female,Urban,Admitted,1,1,5,6895,0,Family Support,0,0,0,Chef,Master,1,Engineer,High School,90,2,3,3,1,Group 3
5883,Engineering,Female,Rural,Not Admitted,1,0,4,4068,1,Family Support,1,1,1,Teacher,High School,1,Artist,Master,68,19,1,3,0,Group 2
4681,Biology,Female,Urban,Admitted,0,1,1,3323,1,Scholarship,0,1,1,Doctor,Master,1,Engineer,Master,64,1,4,4,0,Group 3
9308,Computer Science,Female,Urban,Admitted,0,1,5,6332,0,Scholarship,1,0,0,Police Officer,Master,1,Doctor,Bachelor,99,19,3,1,0,Group 1
7404,Engineering,Female,Urban,Not Admitted,1,1,5,5667,1,Scholarship,0,1,1,Chef,High School,1,Teacher,High School,56,10,2,3,0,Group 1
6880,Psychology,Male,Rural,Admitted,0,1,4,5094,1,Family Support,1,0,0,Doctor,Master,1,Teacher,Bachelor,49,1,0,0,1,Group 1
4699,Engineering,Male,Rural,Not Admitted,0,1,5,3644,0,Scholarship,0,0,1,Teacher,Master,1,Businesswoman,Bachelor,113,2,2,0,0,Group 1
4003,Biology,Female,Urban,Admitted,1,0,2,6844,1,Scholarship,0,1,0,Businessman,Master,1,Police Officer,Bachelor,46,28,1,0,0,Group 3
2704,Engineering,Female,Rural,Not Admitted,1,0,5,4711,1,Family Support,0,0,1,Teacher,High School,0,Doctor,Bachelor,37,28,2,4,1,Group 3
8187,Computer Science,Female,Urban,Not Admitted,0,0,4,5680,1,Scholarship,0,0,1,Businessman,High School,1,Librarian,Bachelor,33,0,0,1,1,Group 2
4146,Computer Science,Female,Rural,Not Admitted,1,1,5,3840,1,Scholarship,0,0,0,Businessman,Master,0,Artist,Master,73,2,4,2,1,Group 3
6259,Psychology,Female,Urban,Not Admitted,1,1,5,3302,0,Scholarship,1,0,1,Teacher,High School,0,Pilot,High School,36,27,2,4,0,Group 3
8253,Business Administration,Female,Urban,Admitted,0,1,3,6261,1,Family Support,1,1,1,Doctor,Master,0,Artist,High School,68,23,3,0,0,Group 2
2351,Biology,Female,Urban,Not Admitted,0,0,4,7867,1,Family Support,1,1,0,Police Officer,Master,1,Artist,High School,30,0,4,2,1,Group 3
2033,Biology,Female,Rural,Not Admitted,0,1,4,6760,1,Scholarship,0,1,0,Pilot,Master,1,Artist,Bachelor,92,25,1,4,0,Group 3
7489,Business Administration,Female,Rural,Not Admitted,0,1,3,5624,0,Family Support,1,0,0,Chef,Master,1,Nurse,Master,50,11,4,1,1,Group 2
6587,Computer Science,Male,Rural,Not Admitted,0,0,3,7959,1,Scholarship,1,0,1,Engineer,Bachelor,0,Businesswoman,Master,79,15,1,1,1,Group 3
8223,Computer Science,Female,Rural,Not Admitted,0,0,2,3335,1,Family Support,1,1,1,Engineer,Bachelor,1,Artist,Master,84,4,4,1,1,Group 2
6855,Engineering,Female,Rural,Not Admitted,0,0,5,4878,1,Family Support,0,1,1,Engineer,Master,1,Engineer,High School,64,13,2,4,1,Group 2
9489,Psychology,Male,Urban,Admitted,1,1,1,6291,1,Scholarship,1,0,1,Engineer,Master,0,Businesswoman,High School,46,13,0,1,0,Group 1
6105,Psychology,Male,Rural,Not Admitted,0,1,1,4852,0,Scholarship,1,1,0,Artist,High School,0,Engineer,High School,91,19,3,0,0,Group 2
5114,Psychology,Male,Urban,Admitted,1,0,3,7755,0,Family Support,1,0,1,Doctor,Master,1,Artist,Bachelor,40,11,4,4,1,Group 2
7868,Engineering,Female,Rural,Not Admitted,0,1,4,5000,0,Family Support,0,1,0,Lawyer,High School,0,Doctor,High School,30,14,4,2,1,Group 2
7323,Psychology,Female,Rural,Not Admitted,0,1,4,7707,0,Scholarship,0,1,0,Chef,Bachelor,1,Librarian,Master,84,0,3,3,1,Group 3
1281,Business Administration,Female,Rural,Admitted,0,1,2,7999,0,Scholarship,1,1,0,Teacher,Bachelor,0,Engineer,High School,116,6,2,3,0,Group 1
9497,Engineering,Female,Urban,Not Admitted,0,1,1,5129,0,Scholarship,1,1,0,Police Officer,High School,1,Businesswoman,Bachelor,76,10,1,0,1,Group 3
6363,Business Administration,Male,Rural,Not Admitted,0,0,4,3968,1,Family Support,1,0,0,Chef,Master,1,Engineer,Master,103,4,2,0,1,Group 3
6028,Engineering,Female,Urban,Admitted,0,1,2,4956,1,Scholarship,0,0,0,Chef,High School,0,Businesswoman,Master,45,25,2,2,1,Group 1
2373,Psychology,Female,Rural,Admitted,1,1,2,5525,1,Family Support,0,1,1,Doctor,Bachelor,1,Pilot,Master,95,29,4,4,0,Group 2
7460,Business Administration,Male,Urban,Admitted,0,0,3,5346,1,Family Support,0,0,1,Police Officer,Master,0,Nurse,Master,101,17,1,0,0,Group 1
8048,Business Administration,Female,Urban,Admitted,0,1,1,3749,0,Scholarship,1,0,0,Police Officer,Master,1,Teacher,Master,63,4,0,3,0,Group 3
6932,Business Administration,Female,Urban,Not Admitted,0,1,2,5743,1,Family Support,0,0,1,Teacher,Master,0,Engineer,Master,61,17,1,4,0,Group 1
7776,Engineering,Female,Urban,Admitted,1,0,2,4299,0,Family Support,0,0,0,Engineer,Bachelor,1,Businesswoman,Master,73,3,3,2,0,Group 1
5313,Biology,Female,Rural,Admitted,1,1,2,3303,0,Family Support,0,1,1,Engineer,Master,0,Doctor,Bachelor,98,22,1,0,0,Group 3
8833,Psychology,Male,Rural,Admitted,0,0,1,5915,1,Scholarship,1,0,0,Lawyer,Bachelor,0,Nurse,Master,44,9,3,3,1,Group 2
2317,Business Administration,Male,Urban,Not Admitted,0,1,3,7065,0,Family Support,0,1,0,Chef,Bachelor,0,Nurse,High School,39,23,4,1,1,Group 2
2257,Biology,Male,Rural,Admitted,0,1,5,6344,1,Scholarship,1,1,1,Chef,Bachelor,1,Pilot,Bachelor,71,27,3,0,0,Group 3
9054,Psychology,Male,Urban,Not Admitted,0,1,4,3035,0,Family Support,1,0,1,Doctor,High School,1,Doctor,Bachelor,41,29,4,1,0,Group 1
4428,Psychology,Female,Rural,Not Admitted,0,0,1,7517,0,Family Support,0,1,0,Pilot,Bachelor,0,Teacher,Master,97,13,0,4,0,Group 3
8820,Business Administration,Female,Rural,Not Admitted,1,1,1,6549,0,Family Support,0,1,1,Engineer,Bachelor,1,Engineer,Bachelor,67,20,1,4,0,Group 1
1960,Business Administration,Female,Rural,Not Admitted,0,1,1,5385,1,Scholarship,1,1,0,Artist,High School,0,Businesswoman,Bachelor,84,22,0,2,0,Group 1
3684,Engineering,Male,Urban,Admitted,1,0,5,7723,1,Scholarship,1,1,1,Artist,Master,0,Pilot,Master,49,14,0,0,0,Group 3
1471,Biology,Male,Rural,Admitted,1,1,4,4433,1,Family Support,0,0,0,Police Officer,High School,0,Doctor,Bachelor,38,20,2,4,0,Group 2
8396,Biology,Male,Urban,Not Admitted,0,1,4,7558,0,Family Support,0,1,1,Chef,Master,0,Doctor,Bachelor,88,29,1,0,0,Group 1
3503,Business Administration,Female,Rural,Admitted,1,1,2,3080,0,Family Support,1,0,0,Teacher,High School,0,Engineer,High School,37,8,2,3,0,Group 3
3959,Psychology,Female,Urban,Admitted,0,0,2,4502,0,Family Support,0,0,1,Businessman,Master,0,Engineer,High School,42,25,3,3,0,Group 3
2860,Business Administration,Male,Rural,Admitted,1,0,3,7515,0,Scholarship,1,1,1,Pilot,High School,1,Nurse,Master,39,29,4,3,0,Group 1
5057,Psychology,Male,Urban,Admitted,0,0,1,6511,1,Family Support,1,1,0,Businessman,High School,1,Nurse,Bachelor,84,8,3,0,1,Group 3
5464,Psychology,Female,Urban,Not Admitted,0,1,3,5942,1,Family Support,1,0,1,Chef,Bachelor,1,Pilot,Master,88,11,2,2,0,Group 2
6813,Business Administration,Female,Urban,Admitted,0,0,1,3794,1,Scholarship,0,0,1,Lawyer,Master,0,Librarian,Bachelor,59,23,3,2,0,Group 2
2094,Computer Science,Female,Rural,Admitted,0,1,4,4730,0,Family Support,0,1,0,Engineer,High School,0,Nurse,Bachelor,89,17,4,4,1,Group 2
9737,Biology,Male,Urban,Not Admitted,1,0,3,3183,1,Family Support,1,0,1,Lawyer,High School,0,Police Officer,Bachelor,56,5,4,3,0,Group 3
7000,Psychology,Male,Rural,Admitted,1,0,4,7653,0,Scholarship,1,1,1,Businessman,Master,1,Artist,Bachelor,35,14,3,1,1,Group 3
3150,Psychology,Male,Urban,Admitted,1,1,2,4171,0,Family Support,0,0,0,Businessman,High School,1,Engineer,Master,111,24,1,4,0,Group 2
8270,Computer Science,Male,Urban,Admitted,0,0,4,5042,0,Family Support,1,0,0,Teacher,High School,0,Businesswoman,Bachelor,97,21,0,2,1,Group 1
9159,Engineering,Female,Urban,Not Admitted,0,0,5,4287,1,Scholarship,1,1,1,Doctor,Bachelor,1,Pilot,Bachelor,69,12,4,0,1,Group 1
1840,Computer Science,Female,Rural,Admitted,1,1,3,6676,0,Family Support,1,0,1,Police Officer,Bachelor,1,Nurse,Bachelor,76,22,1,1,1,Group 1
7874,Computer Science,Female,Rural,Admitted,0,1,1,7935,0,Family Support,1,0,0,Chef,Master,1,Teacher,Bachelor,78,6,3,1,0,Group 1
3651,Psychology,Male,Rural,Not Admitted,0,1,4,6560,1,Scholarship,0,0,1,Lawyer,Master,0,Engineer,High School,56,11,0,4,1,Group 2
4591,Biology,Female,Rural,Admitted,1,1,3,4882,0,Scholarship,1,1,1,Teacher,Bachelor,0,Pilot,Master,97,3,4,1,0,Group 2
4594,Computer Science,Female,Rural,Not Admitted,0,1,1,3281,0,Scholarship,0,1,0,Engineer,High School,1,Police Officer,Bachelor,107,25,0,4,1,Group 2
9923,Engineering,Female,Rural,Not Admitted,1,1,3,7710,1,Family Support,0,0,0,Doctor,High School,0,Engineer,Bachelor,51,7,1,1,0,Group 1
8177,Business Administration,Female,Rural,Not Admitted,0,1,3,5249,0,Scholarship,1,0,0,Police Officer,Bachelor,0,Police Officer,Bachelor,105,9,1,0,0,Group 2
9551,Computer Science,Female,Urban,Admitted,0,1,5,7669,0,Family Support,1,0,0,Businessman,High School,0,Nurse,Master,38,28,1,3,0,Group 2
7823,Computer Science,Male,Urban,Admitted,1,0,4,3416,1,Family Support,0,1,0,Businessman,Master,0,Librarian,Master,48,10,2,1,0,Group 2
3050,Engineering,Female,Rural,Admitted,1,1,5,3316,0,Scholarship,0,0,0,Engineer,Bachelor,0,Librarian,High School,114,15,4,0,0,Group 1
5503,Biology,Female,Rural,Admitted,1,0,2,6299,0,Scholarship,1,1,0,Police Officer,High School,1,Artist,High School,32,1,3,3,1,Group 2
5753,Computer Science,Male,Rural,Admitted,1,1,3,5963,1,Scholarship,1,0,1,Businessman,High School,1,Doctor,Bachelor,98,29,3,0,1,Group 1
3014,Computer Science,Male,Rural,Not Admitted,1,1,4,4091,0,Scholarship,1,1,0,Lawyer,Master,1,Doctor,Bachelor,84,18,4,3,0,Group 1
8518,Biology,Female,Rural,Not Admitted,0,0,2,5844,0,Family Support,1,1,0,Teacher,Master,0,Librarian,Bachelor,40,9,1,1,0,Group 2
2155,Engineering,Female,Urban,Not Admitted,1,0,2,6885,0,Family Support,0,1,1,Businessman,Master,0,Librarian,Bachelor,112,11,1,3,1,Group 2
2209,Computer Science,Female,Rural,Not Admitted,0,0,5,3676,0,Family Support,0,0,0,Teacher,Master,0,Engineer,Bachelor,32,7,2,4,0,Group 3
7257,Biology,Female,Rural,Admitted,0,1,2,4124,1,Scholarship,0,1,0,Lawyer,Bachelor,0,Police Officer,Bachelor,43,14,1,3,1,Group 3
4582,Computer Science,Male,Rural,Not Admitted,1,1,1,5290,1,Scholarship,1,0,0,Police Officer,Bachelor,0,Doctor,Bachelor,88,2,0,1,1,Group 2
3550,Business Administration,Female,Urban,Not Admitted,1,1,1,4113,1,Family Support,0,0,0,Pilot,Bachelor,0,Businesswoman,High School,43,24,2,4,1,Group 1
7850,Psychology,Male,Urban,Admitted,0,1,1,4972,1,Scholarship,0,0,1,Pilot,High School,0,Doctor,Bachelor,76,21,1,4,0,Group 2
1798,Business Administration,Female,Urban,Not Admitted,1,0,2,5948,1,Family Support,1,0,0,Businessman,High School,1,Pilot,High School,103,9,4,3,0,Group 3
7519,Computer Science,Female,Urban,Admitted,1,1,3,7222,0,Scholarship,0,1,1,Police Officer,High School,1,Artist,Master,82,13,3,0,0,Group 3
2266,Engineering,Female,Rural,Admitted,0,0,4,7714,0,Scholarship,0,1,1,Chef,High School,1,Pilot,Bachelor,35,11,3,0,1,Group 3
6577,Psychology,Male,Urban,Admitted,0,1,1,7929,0,Scholarship,1,1,0,Engineer,High School,0,Businesswoman,Bachelor,111,15,1,4,0,Group 1
1279,Business Administration,Female,Urban,Not Admitted,1,1,1,4422,0,Scholarship,0,1,0,Teacher,Bachelor,0,Businesswoman,Master,31,8,1,0,0,Group 1
6984,Biology,Female,Urban,Not Admitted,0,0,1,6373,1,Family Support,0,0,1,Police Officer,Master,1,Pilot,Master,59,17,3,3,1,Group 2
4295,Engineering,Male,Urban,Not Admitted,0,1,5,3755,0,Scholarship,1,1,0,Engineer,Bachelor,1,Police Officer,Master,83,17,2,3,0,Group 1
5775,Business Administration,Female,Urban,Not Admitted,0,0,5,6768,1,Family Support,1,1,0,Chef,Master,1,Pilot,Master,97,26,3,4,1,Group 1
3047,Biology,Male,Rural,Not Admitted,0,1,1,7871,0,Scholarship,0,0,1,Engineer,Master,1,Librarian,Master,97,18,0,4,1,Group 3
3977,Computer Science,Female,Urban,Not Admitted,0,1,1,6836,1,Scholarship,1,0,0,Chef,Bachelor,1,Teacher,High School,34,26,2,0,1,Group 3
2130,Biology,Male,Urban,Admitted,0,1,5,6972,0,Family Support,1,0,1,Pilot,Master,1,Police Officer,Master,45,19,3,0,1,Group 2
7928,Business Administration,Male,Urban,Admitted,0,1,4,7168,1,Scholarship,0,0,1,Businessman,Master,1,Pilot,Master,69,12,4,1,1,Group 3
6808,Business Administration,Male,Rural,Not Admitted,0,1,3,7474,1,Family Support,0,0,0,Chef,High School,1,Artist,Bachelor,41,23,2,2,0,Group 2
6344,Computer Science,Female,Rural,Not Admitted,0,0,4,5992,1,Scholarship,0,1,1,Lawyer,High School,1,Doctor,High School,90,18,1,2,0,Group 1
9230,Biology,Male,Rural,Admitted,0,1,3,3491,0,Scholarship,1,0,1,Artist,Master,1,Teacher,High School,33,16,4,0,1,Group 2
5934,Biology,Male,Rural,Admitted,1,1,2,3683,0,Family Support,0,1,0,Doctor,Master,1,Engineer,Master,106,7,2,4,1,Group 3
5130,Computer Science,Female,Rural,Admitted,1,1,2,4975,1,Scholarship,1,0,1,Teacher,Master,1,Businesswoman,High School,72,18,2,1,1,Group 3
2238,Biology,Male,Rural,Not Admitted,1,1,4,3303,1,Family Support,1,1,1,Pilot,Bachelor,0,Pilot,Bachelor,58,19,2,0,1,Group 3
5808,Computer Science,Female,Rural,Not Admitted,0,0,5,6997,0,Scholarship,1,0,1,Artist,Master,0,Businesswoman,Master,67,0,2,1,1,Group 2
8789,Engineering,Female,Rural,Not Admitted,0,1,1,4952,1,Scholarship,1,1,0,Police Officer,Master,1,Businesswoman,Bachelor,102,27,1,2,0,Group 1
5210,Business Administration,Male,Urban,Admitted,0,0,2,6569,0,Family Support,0,1,0,Teacher,High School,1,Librarian,Master,106,10,0,2,1,Group 2
4370,Engineering,Male,Urban,Not Admitted,0,0,5,7004,1,Family Support,0,0,0,Teacher,Master,1,Police Officer,Master,94,20,1,0,0,Group 3
2756,Psychology,Female,Rural,Not Admitted,0,0,5,4260,0,Scholarship,1,0,0,Engineer,Master,0,Doctor,High School,35,16,4,0,1,Group 3
1804,Psychology,Male,Urban,Not Admitted,1,0,3,4030,1,Family Support,1,1,0,Engineer,High School,0,Librarian,Bachelor,40,25,0,1,1,Group 3
4476,Psychology,Male,Rural,Not Admitted,0,0,2,7351,1,Scholarship,1,0,1,Doctor,Master,0,Pilot,High School,35,0,4,0,0,Group 1
8955,Computer Science,Male,Urban,Not Admitted,1,1,4,4194,1,Family Support,1,0,1,Pilot,Master,0,Pilot,High School,35,27,0,3,1,Group 1
2897,Biology,Male,Urban,Not Admitted,1,0,5,6359,1,Family Support,1,1,1,Chef,Bachelor,0,Police Officer,Master,32,26,0,0,1,Group 1
9347,Engineering,Female,Rural,Admitted,1,0,4,3233,0,Scholarship,0,1,0,Businessman,Master,0,Doctor,Bachelor,113,28,0,2,1,Group 2
1326,Engineering,Female,Urban,Not Admitted,0,0,4,5920,0,Family Support,0,0,1,Artist,High School,1,Pilot,Bachelor,113,8,2,2,0,Group 3
7108,Engineering,Male,Rural,Admitted,1,0,2,4718,0,Scholarship,1,1,1,Lawyer,Master,1,Artist,Bachelor,75,24,3,1,0,Group 3
9811,Engineering,Female,Rural,Admitted,0,0,4,3492,0,Family Support,0,1,0,Lawyer,Master,1,Teacher,High School,88,0,0,0,1,Group 2
9333,Psychology,Male,Urban,Admitted,0,0,4,6282,1,Scholarship,1,0,0,Pilot,Master,1,Businesswoman,Bachelor,43,9,2,2,1,Group 3
5421,Engineering,Male,Rural,Not Admitted,1,1,1,5014,0,Scholarship,0,0,0,Engineer,Master,0,Doctor,Bachelor,93,2,2,3,1,Group 1
4350,Biology,Male,Urban,Not Admitted,1,1,4,7324,0,Scholarship,0,0,0,Businessman,High School,0,Doctor,Master,32,4,0,4,0,Group 3
1264,Psychology,Male,Urban,Not Admitted,1,0,1,3344,0,Family Support,1,0,0,Engineer,High School,1,Doctor,Bachelor,73,16,3,0,1,Group 3
6714,Engineering,Female,Rural,Not Admitted,0,0,2,3264,1,Scholarship,0,0,0,Lawyer,Master,0,Teacher,Bachelor,75,19,2,3,1,Group 1
2866,Computer Science,Male,Rural,Admitted,0,0,4,6575,0,Scholarship,0,0,0,Businessman,Master,1,Businesswoman,Master,31,13,3,3,0,Group 2
7445,Business Administration,Female,Rural,Not Admitted,1,0,5,7839,0,Scholarship,1,0,1,Doctor,High School,1,Doctor,Master,101,19,4,1,0,Group 1
5802,Business Administration,Male,Rural,Admitted,0,0,4,4672,0,Scholarship,0,0,1,Artist,Bachelor,1,Artist,Bachelor,102,15,0,1,1,Group 3
9244,Business Administration,Female,Rural,Not Admitted,0,1,1,6647,0,Scholarship,1,0,1,Lawyer,Master,0,Pilot,Master,43,3,3,1,0,Group 2
4268,Psychology,Female,Urban,Not Admitted,0,1,5,3428,1,Scholarship,1,1,1,Teacher,Master,1,Pilot,Bachelor,72,17,4,4,0,Group 1
7071,Engineering,Female,Rural,Admitted,1,1,2,6162,0,Scholarship,1,1,0,Businessman,High School,1,Nurse,High School,33,12,0,2,0,Group 2
7817,Psychology,Female,Urban,Admitted,1,1,3,5910,1,Family Support,0,1,0,Pilot,Master,1,Librarian,High School,50,6,2,1,1,Group 2
4134,Biology,Male,Rural,Admitted,1,1,3,3453,0,Scholarship,1,0,1,Doctor,Master,1,Doctor,Master,49,3,0,3,0,Group 2
1748,Computer Science,Female,Urban,Not Admitted,0,1,1,3348,1,Scholarship,1,1,1,Businessman,Master,0,Engineer,Master,91,25,4,4,1,Group 3
7820,Computer Science,Male,Urban,Admitted,1,0,2,3421,1,Scholarship,1,1,1,Engineer,Master,0,Librarian,Master,87,12,1,0,1,Group 3
4752,Business Administration,Female,Urban,Admitted,0,0,2,5762,0,Family Support,1,0,0,Lawyer,High School,1,Police Officer,Master,53,21,1,2,0,Group 2
3793,Business Administration,Female,Urban,Admitted,0,1,4,7781,0,Scholarship,1,0,1,Businessman,Master,1,Nurse,Bachelor,56,24,0,3,1,Group 2
8241,Business Administration,Female,Urban,Not Admitted,0,0,3,3581,0,Family Support,0,1,1,Teacher,Bachelor,0,Engineer,Bachelor,40,20,2,1,1,Group 2
9428,Engineering,Male,Rural,Admitted,0,1,4,5662,1,Scholarship,1,0,0,Chef,High School,1,Engineer,Bachelor,76,12,1,4,1,Group 3
2016,Biology,Female,Urban,Admitted,1,1,2,7258,1,Scholarship,1,0,0,Teacher,High School,1,Nurse,Master,31,20,4,4,0,Group 2
2076,Biology,Male,Rural,Not Admitted,1,1,1,5351,0,Scholarship,0,1,1,Lawyer,Bachelor,0,Doctor,High School,34,14,2,0,0,Group 2
7486,Biology,Male,Urban,Admitted,0,0,1,5366,1,Scholarship,0,0,1,Artist,Bachelor,0,Nurse,Bachelor,71,4,2,2,0,Group 2
8131,Biology,Male,Rural,Admitted,1,0,5,4029,0,Family Support,1,1,1,Police Officer,Master,1,Teacher,High School,57,20,4,0,0,Group 3
7815,Business Administration,Female,Urban,Admitted,1,1,1,4324,0,Scholarship,1,1,1,Doctor,Bachelor,1,Teacher,Bachelor,76,20,3,2,1,Group 2
